,Chapter Three ,Schrödinger ,Mary Gentle ,Neil Gaiman ,Mike Harrison ,Hen ,Strung ,Tonsils ,Bitch ,Tongue ,Teeth ,Puppy ,Woman ,Never ,Thingy ,Footsteps ,Captain Vimes ,Bean ,Brother Fingers ,Mighty ,Listen ,Knowledge Through ,Brother Doorkeeper ,Supreme Grand Master ,Fingers ,Brother ,Knowledge ,Brethren ,Sorry ,Right ,Fine ,Guild ,Master Critchley ,Brother Watchtower ,Brother Plasterer ,Bob ,Who ,Cognito ,Brother Dunnykin ,How ,Law ,Sooner ,Master ,Tubal de Malachite ,Wizards ,Goin1 ,Brother Watch-tower ,Brother Plaster ,Malachite ,Thunder ,Carrot ,Vimes ,Poor ,Herbert Gaskin ,Sergeant Colon ,Gaskin ,Drunker ,Written ,Varneshi ,Hold ,Sit ,Minty Rocksmacker ,Look ,Humans ,Shaft ,Honest ,Bjorn Stronginthearm ,Work ,Months ,Got ,Colds ,Minty ,Funny ,Lupin Squiggle ,Hallo ,Swarfs ,Lupin Squiggle Sec ,Pretty Promptly ,Just ,Nonono ,Sybil Ramkin ,Abated Heels ,Zigzag Throat ,White ,Errol ,Nobby ,Colon ,Wonder ,Lady Ramkin ,Shut ,Sarge ,Heroes ,Sweat ,Chance ,Lady Sybil Ramkin ,Lady ,Dunno ,Anyway ,Vetinari ,Lord ,Flames ,Smoke ,Height ,Magic ,Pardon ,'You're ,Sir ,Quis ,Ramkin ,Sybil ,Shame ,Frenzied Earl Hargath ,Soul Cake ,Sweetheart Lane ,Bregg ,Enrol ,Wide ,Statueskew ,Sparks ,Hogsback Alley ,Far ,Home Economics ,Slam ,Wonse ,Lupine ,Someone ,Patrician ,Pillars ,Rooms ,Lord Vetinari ,Fetch ,Safest ,Lupine Wonse ,Morpork ,Time ,Okay ,Poor Wonse ,Misguided ,Sad ,Shallower ,Sin ,Hmm ,Reward ,Father ,Dear ,Reet ,Sgt Colon ,Mrs Palm ,Great Interest ,Sgt ,Yerss ,Brenda Rodley ,Rosie ,Samuel Vimes ,Brenda ,Old ,Rose ,Miss Rodley ,Always ,Lady Rodley ,Quirm Castle ,Quirm ,Antique ,Dibbler ,Lobsang ,Shaped ,Mine ,Stands ,Oho ,Kings ,Black Hole ,Gender ,Books ,Plasterer ,Ready ,Grand Master ,De Malachite ,Thief Third Class ,Zebbo Mooty ,Mooty ,Death ,Cor ,See ,Dint ,Everyone ,Hang ,Dearest ,Palm ,Guilds ,Twelve O'clock ,Pew ,Urdo ,Burglars ,Allied Trades ,Van Pew ,Van ,Good ,Panic ,Gewgaws ,Crime ,Serious ,Carrot Ironfoundersson ,Grapes ,Haha ,Drink ,Fight ,Mother ,Your Son ,Love ,Serve ,Mrs Colon ,Him ,Where ,he'd ,Lot ,Fixed ,Graveyard ,Owner ,Blimey ,Brung Low ,Brung ,Mrs ,Damn ,Moonlight ,Dwarfs ,Strong Drink ,Ordinances ,Charley ,Landlord ,Rosie Palm ,Filigree Street ,Act ,Detritus ,Conscience ,Very ,Things ,Riotous Behaviour ,Malicious Lingering ,Life ,Evil ,Loose Thinking ,Yep ,Honestly ,O Supreme One ,O Supreme Grand Master ,Carry ,All ,Sniggs Alley ,Watch ,Shades ,Sar'nt ,Shallie ,Sar ,Don ,Which ,Silver Street ,Gods ,Watchword ,Outside ,Inside ,Fast Luck Alley ,Exhibit A ,Dust ,Oook ,Somehow ,Luckier ,Nobbs ,Breeds ,Dragons ,Scoone ,Avenue ,Pleass Call Again ,Madam ,Ankh ,Detector Sergeant Colon ,Detector Corporal Nobbs ,Vinny ,Between ,Dewdrop Mabelline ,Gayheart Talonthrust ,Golly ,Moonpenny Duchess Marchpaine ,Goodboy Bindle Featherstone ,Home ,Shelves ,Small ,Sum ,Sums ,Summon ,Cut ,Fourth ,Smaller ,Great ,Huge ,Burnt ,Coache House ,Alley ,Reason ,Jimkin ,Cheap ,Blood Whiskey ,Vinies ,Feral Creatures ,Bend ,Bough ,Gone ,Sheep ,Simple ,Too ,Destiny ,Throat ,Fifteen ,Genuine ,Nah ,Archchancellor ,Civic Safety ,Pragmatic ,Hails ,Bugger ,Nope ,Down ,Nature ,Sick ,Cruel Use ,Sybil Deidre Olgivanna Ramkin ,Dry Lung ,Slab Throat ,Storge ,Weeps ,Stones ,Colourful ,Salty ,Half ,Watch House ,Pseudopolis Yard ,Hwhat ,Worl ,Lord Mountjoy Quickfang Winterforth IV ,Quickfang Winterforth IV ,Night ,Sick Dragons ,Goodboy ,Bindle Featherstone ,Live ,Armour ,Piss ,Cripple Mr Onion ,Mad Sybil Ramkin ,Lady Sybil ,Ohshit ,Gets ,Broken Moons ,Peanuts ,Stand ,Air ,Inna ,Pig ,Thrall ,Various ,Hurrah ,Plumes ,Poor Thinges ,Itym ,Kinge ,Size ,Flame ,Existence ,Get ,Wizard ,Nellie Dean ,Come ,Rain ,Sudden ,Truth ,Arrgh ,Unseen ,Gngh ,Lady Vimes ,Vines ,Almost ,Huh ,Shutup ,Bee ,Wavin ,Frederick ,Turn ,Aye ,Supreme Grand ,Rituals Monitor ,Mmmmmuh ,Nnnnn ,Bengy ,Boggis ,Dddrrr ,Lady Ramkin- ,Marvellous ,Captain Slimes ,Civic Rights ,Rights ,Certainly ,Morpheus ,Single ,Mmm ,Song Club ,Fine Art ,Shameful ,Mondays ,Scuffed ,Straight ,Grey ,Sham Harga ,Harga ,Royarl Appointmente ,Sham ,Rex Vivat ,Space ,Noon ,Fair ,Blind Io ,Master Greetling ,Yard ,Pseudopolis ,Anyone ,Thick ,Wind ,Small Gods ,Drunk ,Odd ,Dragon ,Push ,Jurassic ,Vivat ,Crude ,Johnny Klatchian ,Hoho ,Sparkly ,Simply ,Sto Lat ,Privy Councillors ,Diet ,Marital ,no-one ,Better ,Gosh ,Knurd ,Skully Maltoon ,Whose ,Consume ,Reel ,Hard ,Silly ,Whee ,Sto Helit ,Goodbye ,Citizen Vimes ,Taxes ,Well ,Lord Smince ,Dungeon ,Move ,Sergeant ,Sleepwalk ,Imagine ,Mummy ,Stupid ,Fearsome ,Skrp ,Rats ,Stingbat ,Very Famous Brown Sauce ,Beer ,Feel ,Jimkin Bearhugger ,Valhalla ,Cori Celesti ,Lucky ,Weeell ,Millions ,Aimed ,Great A ,Muscles 
Chapter 0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1.0,9.0,1.0,1.0,1.0,15.0,4.0,1.0,10.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,30.0,23.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,32,2,2.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,64,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,12.0,47.0,27.0,1.0,11.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,38,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,15.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,24,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
