,Pratchett ,Terry ,Great A'Tuin ,Habit ,Death ,Holy Wood ,Deccan Ribobe ,Deccan ,Tento ,Man ,Dibbler ,Throat ,Anyway ,Hooray ,Eureka ,Mus ,Inna ,Mustrum Ridcully ,Master ,Archchancellor ,Unseen ,Brown ,Sleeps ,Ridcully ,Nature ,Poons ,Guildhall ,Dunno ,Throat Dibbler ,Patrician ,Guild ,Thomas Silverfish ,Sendivoge ,Silverfish ,Lully ,Peavie ,Right ,Funny ,Wood ,Great ,Space ,Bold ,Magical ,Everyone ,Oook ,Old Tom ,Rainclouds ,Ponder ,Victor Tugelbend ,Necrotelicomnicon ,Tshup Aklathep ,Always ,Victor ,Got ,Feel ,Master Tugelbend ,Unseen University ,Broken Moons ,Bezam ,Reality ,Gaspode ,Books ,Holy Wood Hill ,Ginger ,Film ,Clickaclick ,Chair ,Laddie ,Blown Away ,Magic ,Hurry ,Flames ,Time ,Mum ,Valley ,Sons ,Gaffer ,Light ,Never ,Windle Poons ,Look ,Things ,Steer ,Bursar ,Soll ,Air ,Thunder ,Rain ,Ponder Stibbons ,Which ,Holy ,Mist ,Detritus ,Believe ,Rock ,Fruntkin ,Morry ,Mrs Cosmopilite ,Ruby ,Might ,Click ,Osric ,Golden ,Wood Town ,Handlemen ,Harga ,Sham Harp ,Nuffin ,Sham ,Ribs ,Harp ,Sorry ,Dozy ,Eventually Ginger ,Colon ,Sgt ,Nobby ,Sarge ,Sergeant Colon ,Thomas ,Holy Wood Town ,Clickaclickaclicka ,Clickaclicka ,Clicka ,Citie ,Gigalith ,Monolith ,Hiya ,Marietta Cosmopilite ,Trolls ,Achmed ,Celestial Enumerator ,Oscar Wilde ,Wholesale ,Listen ,White ,Bald Eagle ,Hedgehog ,Rabid Stoat ,Henry Skipps ,Rabbit ,Pictures ,Illusion ,Ladies ,Seen Nothing ,Vague ,Wild ,Quirm ,Tugelbend ,Mrs Marietta Cosmopilite ,Panic ,Gaffer Bird ,Whereas ,Mister Dibbler ,Tom ,Tommy ,Notte ,Hawt Cuisyne ,Ours Is ,Actually ,Melisande ,Notte Listen ,Tyme ,Spaes ,Pelias ,Curious Adventures ,Cohen ,Galena ,Ransom ,Morraine ,Flint ,Very ,Oomph ,Razzmatazz ,Mister Silverfish ,Balgrog ,Raw ,Reels ,Thrill ,Mrs Whitlow ,Ksandra ,Whitlow ,Riktor ,Nodar Borgle ,Strange ,Borgle ,Cheap ,Breccia ,Sniddin ,Vic ,Hihohiho ,Ginger Withel ,Ankh ,Bezam Planter ,Sword ,Maraschino ,Delores De Syn ,Banne ,Pottery Making ,Good ,Gott ,Supper ,Broke ,Jowser Cove ,Meggelin ,Planter ,Halfway ,Mrs Planter ,Waitin ,Calliope ,Troll Valley ,Bad Menace ,Troll ,Dwarfs ,Crusher ,Smiter ,Yea ,Magma ,Ruler ,Someone ,Wright ,Jumpin ,Walkin ,Tricks ,Red ,Somethin ,Duck ,Puss ,Speedy Hunter ,Mighty Paws ,Squeak ,Three ,Squeaky Boots ,Anyone ,Passion ,Wearin ,Bark ,Young ,Metaphorically ,Been ,Brought ,Uncle ,Miss De ,Outside ,Memory ,Black Guard ,Crocodiles ,Muluccai ,Tazikel ,Azhural ,Cash ,Mt F'twangi ,Kinges ,Nighte ,Ephebian Fortresse ,Silver ,Swamp Meter ,Swamp ,Down ,Sow ,Girls ,Tradition ,Bright ,Basic Canine ,Anythin ,Thicko City ,Untied Alchemists ,Son ,'Dibbler ,Bladder Pictures ,Fir Wood Studios ,Turkey Legs ,Wood Hill ,Whoever ,Colour ,Grim Reaper ,Shadow ,Odd ,Crispy Fried No ,Sooner ,Power ,Tantric Sex ,Romance ,Evil ,Legend ,Dread ,Chaos ,Born ,Sleep ,Hill ,People ,Mankind ,Aunti Googool ,Uncle N'gru ,Ambition ,Lesson ,Woof ,Whereas Laddie ,Umlong ,Dear ,Drunk ,Dogness ,Hallo ,Thumpy ,Cat ,Images ,Passione ,Sivil War ,Storms ,Trouble ,Plates ,Sand ,Inside ,Mister Megalomaniac ,People Mr Dibbler ,Disown ,Nothin ,Girl Meets ,Boy Loses Girl ,Cripple Mr ,Ginj ,Tower ,Mother ,Sham Harga ,Imagine ,Banana ,Fifteenth ,Gormay Night ,Art ,Hottest ,Givin ,Jus ,Stay ,Clicks ,Scuffed ,Balgrog Hunter ,Goin ,Stairs ,Far ,Numbers ,Young Laddie ,Silicon ,Darkness ,Oswald ,Thank ,Girl ,Snow ,Echoes ,Hang ,Fog ,Buildings ,Runes ,Victor Maraschino ,Blanche Languish ,Rock Cliffe ,Broad Staircases ,Astoundede Goddes ,Menne ,Wildlife ,Paranoia ,Poona ,Cast ,Tudgy ,Pimple ,Cucumber ,Wizards ,Rod ,Crossbow ,Library ,Blind Io ,Delores ,Dragons ,Lady Ramkin ,Sick Dragons ,Terra Incognita ,Dean ,How ,Lord Vetinari ,Assassins ,Miss De Syn ,Mouths ,Bode 
Chapter 0,1.0,1.0,1.0,1.0,5.0,4,1.0,2.0,1.0,1.0,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,12.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,8.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,1.0,1.0,53.0,1.0,1.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,0.0,0.0,7.0,16,0.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 3,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,1.0,54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
