,Terry ,Pratchett ,Granny Weatherwax ,Magrat ,Nanny Ogg ,Verence II ,Dwarfs ,Otherwise ,Anyone ,Step ,Scarce ,Lankin ,Soon ,Jason ,Jason Ogg ,Ogg ,Keep ,Melt ,Funny ,Dunno ,Tis ,MR. OGG ,Iron ,Lancre ,MR. ,Granny ,Booke ,Mr. Skindle ,Witches ,Esme Weatherwax ,Nanny ,Pewsey Ogg ,Pewsey ,Whereas ,Shawn ,Yeeeuss ,Mr. Spriggins ,Meeeyisss Magraaaaat Garrrrrliick ,Magraaaaa ,Garrrrrliick ,Verence ,Pigs ,Incidentally ,Boggi ,Mr. Ironfoundersson ,Mr. Vittoller ,Queen Magrat ,Scientific ,Clover ,Gytha Ogg ,Nan ,Never ,Dancers ,Sorry ,Hmm ,Back ,Brooms ,Anyway ,Esme ,Circles ,Druids ,Someone ,People ,William ,William Scrope ,Mist ,Scrope ,WILLIAM ,Death ,Witch ,Which ,Goodie Whemper ,Lancre Gorge ,Clouds ,Sticky ,Mustrum Ridcully ,Nothin ,Scorbic ,Glad ,Lord Ferguson ,Casanunda ,Urn ,Tailor ,Tinker ,Carter ,Weaver ,Ponder ,Oook ,Almost ,Ourselves Forward ,Always ,Gytha ,Birds ,Mr. ,Cake ,Bucket Dance ,Poem ,Ynci ,Queen Ynci ,Lully ,Steam ,Esme Weatherwaxes ,Hogswatchnight ,Correct ,Listen ,Famed ,Ridcully ,Family ,Mr. Casanunda ,Seems ,Esmerelda Weatherwax ,Zyrix ,Who ,Prudence ,Hope ,Charity ,Jealousy Carter ,Chastity ,Anger Carter ,Currently ,Sick Dragons ,Life ,Please Leave Donations ,Side Door ,Shawn Ogg ,Mad King Soup II ,Cupidor ,Popular Armour ,Ramtops ,Archchancellor ,Dried ,Bursar ,Blimey ,Coo ,Flighty ,Mustrum ,Right ,Got ,Far ,Bursaaar ,Spends ,Bundle ,Peace ,Trees ,Wizards ,Perfectly ,Ponder Stibbons ,Sto Helit ,Nonsense ,Mr. Stibbons ,Magrat Garlick ,Millie Chillum ,Millie ,Bob ,Faint ,Inside ,Insert Tabbe ,Slotte B ,Brocade ,Doin ,Fresh ,Shame ,Farewell ,Brown ,Mr. Quarney ,Quarney ,Mother Peason ,Poorchick ,Been ,Mum ,Peason ,Perdita ,Diamanda ,Lucy Tockley ,Tockley ,Floppy ,Heme ,Blacksmiths ,Ones ,See ,Daylight ,Twilight ,Guild ,Bandits ,Cooee ,Weatherwax ,Granny Postalute ,Insofar ,Tried ,Gels ,Agnes Nitt ,Toekley ,Sto Lat ,Books ,Branches ,Ooo ,Amanita ,Muscara ,Cardboard ,Kincaid ,Levels ,Sooner ,Nanny Gripes ,Goody Heggety ,Nanna Plumb ,Black Aliss ,Bugger ,Midnight ,Backward ,Past ,Back Again ,Paddlin ,Toenails ,Heard ,Agnes ,Hah ,Nona ,Nana ,Nitt ,Above Stairs ,Where ,Queen ,Look ,Yess ,Fair ,Margrat ,Bestiality Carter ,Artisan ,Obidiah Carpenter ,Old Mr. Thrum ,Exeunt Omnes ,Carpenter ,Baker ,Bestiality ,Travel ,Horizon ,Cabbage ,Sky ,Ook ,Hair ,Every ,Magic ,Exams ,Term ,Kneel ,Giamo ,Exhibit B ,Cripple Mr. Onion ,Iron Maiden ,Hang ,Clever Award ,Certain ,History ,Royalty ,Bored ,Hodgesaargh ,Everyone ,Girl ,Mr. Brooks ,Mr. Brooks. ,Hello ,Brooks ,Pushes ,Many ,Hehheh ,Magenta Frottidge ,Magenta ,Violet ,Try ,Willow ,Old Man ,Biddy Spective ,Stupid ,Greebo ,Ladies ,Whereas Granny Weatherwax ,Sha ,Blue ,Get ,Elves ,Damn ,Mr. Tinkerbell ,Smells ,Tunes ,Foe ,Friend ,Oooaaaww ,Mistress Weatherwax ,Simple ,Opposite ,Again ,Vegetables ,Pardon ,Spriggins ,Oooaaww ,Wotcha ,Makes ,Slow ,Miss Queen ,Boiled ,Jim ,Morphic Resonator ,Stacklady ,Feudal ,Understand ,Muscle ,Empathy ,Trolls ,Style ,Grace ,Fine ,Times Past ,How ,Blast ,Nah ,Ferns ,Me ,Old Granny Weatherwax ,Thatcher ,Clang ,Skindle ,Shrapnel ,Broad Way ,Lord Wynkin ,Bunch ,Comin ,Play ,Cabb ,Snow ,Shutup ,Lads ,Sharon ,Broken Off Diplomatic Relations ,Haha ,Has Shawn ,Shadows ,Goodnight ,Twurp ,Lancre River ,Customs ,Soul Cake ,Farmers ,Count ,Queen Agantia ,Say Monkey ,Sobriety Ogg ,Old Sobriety ,Certainly ,Wow ,Sire ,Good ,Barker ,Famous ,Mr. Ogg ,Might ,Things ,Bad Ass ,Kings ,Cook ,Stuck ,Down ,Mr. Grape ,Lancre Bridge ,Distant ,Cheeky ,Spold ,Personal ,Mr. Wizard ,Thick ,Bound ,Queen Amonia ,Recipe ,Bush ,Oyster Pie ,Carrot ,Eskimos ,Slowly ,Maison ,Show Nanny Ogg ,Il Porcupine Nil Sodomy Est ,Dreadful ,Brandy ,How Long ,Chrysanthemum Double Drop Kick ,Siege Weapons ,Jane ,Absolute ,Miss Tockley ,Adam ,Miss ,Jug ,Garderobes ,Lady ,Spike ,Teeth ,Shut ,Mr. Cleverdick Wizard ,Push ,Empty ,Deeply ,Normally Greebo ,Magic Lanthorn ,Candles ,Dead ,Bloody Furious ,Alive ,Partly ,Please ,Lady Jane ,Kill ,Night ,Smelly ,Eva ,Short ,Uptake Stakes ,Morris Men ,Water ,Dance ,Widgery ,Lodger ,Ohulan Casuals ,Lobster ,Yuk ,Glass ,Hop ,Girls ,Ready ,Mr. Ixolite ,Moonlight ,Huh ,Ochre ,Oggham ,Hiho ,Dust ,Animal ,Attack ,Genghiz Cohen ,Lord Lankin ,Librarian ,Apes ,Mr. Flowerpot ,Mr. Bosun ,Armies ,Sir ,Miss Magrat ,Broomstick ,Mr. Ridcully ,Serve ,Fox ,Quamey ,Hold ,Mr. Quamey ,Slippery Hollow ,Daft ,Fairy Peaseblossom ,Madam ,Rules ,Power ,Nectar ,Bees ,Slash ,Mr. Sunshine ,Gytha Ogge ,Died Midsummer ,Tempus ,Kinge ,Good Teeth ,Blind Pig ,Shee ,Zzorry ,Czertain ,Brother Perdore 
Chapter 0,1.0,1.0,9,38,18,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,16.0,1.0,5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,14.0,1.0,1.0,2.0,1.0,9,1.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,11,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,33.0,0.0,0.0,0.0,3.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,21,16,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,13,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,28.0,0.0,0.0,1.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,16.0,28.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
