,Terry Pratchett ,Things ,Colon ,All ,Mister Jolson ,Jolson ,Fred ,Sergeant Colon ,Broad Way ,Fred Colon ,Chert ,Snow ,Guild ,Watch ,Sam ,Captain Carrot Ironfoundersson ,Carrot ,Bucket ,Captain Carrot ,Vimes ,Someone ,Bluejohn ,Agi ,Agi Hammerthief ,Sweet Fanny Adams ,Lord Vetinari ,Vetinari ,Bonk ,Beyonk ,Borogravia ,Genua ,Uberwald ,Lady Sybil ,Sybil ,Angua ,Nobby ,Detritus ,Incidentally ,Duncan ,Coalface ,Crunchie Ron ,Corporal Nobbs ,Mister Vimes ,Good ,Eau ,Nobbs ,Equal Heights ,Dwarfs ,Dwarf ,Otherwise ,Dee ,Cheery ,Rhys ,Low King ,Albrechtson ,Dwarfdom ,Guards ,Smart ,Anyway ,Dozy ,Bloodaxe ,Jelly ,Sam Vimes ,Wolf ,Okay ,Wolfgang ,Nobby Nobbs ,Inigo ,Hang ,Littlebottom ,Skimmer ,Look ,Food ,Stand ,Mister Skimmer ,Marquis ,Fantailler ,Sir Samuel ,Margolotta ,Lady ,Scone ,Animal ,Goodbye ,Branches ,Anyone ,Muscles ,Igor ,Albrecht ,Mister ,Reg Shoe ,Reg ,Dorfl ,Lord ,Drumknott ,Drurnknott ,Father ,Get Killed ,Homo Homini Lupus ,Uncle Vanya ,Hay ,Civilized ,Peach Pie Street ,Death ,Kill ,Fog ,Clouds ,Blood ,Mister Civilized ,Spears ,Sir Samuel Vimes ,Steam ,Hands ,Gavin ,Gaspode ,Sleeps ,Fresh ,Pictures ,Boxes ,Captain Colon ,Chairs ,Colonesque ,Whoever ,Milord Vimes ,Tantony ,Baron ,Lintel ,Boulder ,Serafine ,Sybil Ramkin ,Torches ,Forward ,Vines ,Halfway ,Mister Vines ,Paws ,Magweri ,Uncle Ulf ,Nancy ,Aunt Hilda ,Mother ,Hackles ,Figures ,Torchlight ,Captain Tantony ,Beside ,Mister Reasonable ,Sergeant Angua ,Mithter Crapanthy ,Suck ,Lady Margolotta Amaya Katerina Assumpta Crassina ,Vun ,Lady Margolotta ,Stone ,Icicles ,Ransom ,Duchess ,Down ,Ironhammer ,Slogram ,Albrecht Albrechtson ,Baroness ,Iron ,Fat ,Sorry ,Softness ,How ,Breakfast ,'Gavin ,Bloody ,Further ,Sounds ,Samuel Vimes ,Mrs Content ,Piecemaker ,Old ,Left ,Fair ,Fat Pancakes ,Bad Sculpting ,Delphine ,Scopani ,Heartth ,Might ,Sonky ,Which ,Eats Wrong Meat ,Wolves ,Doubt ,Almost ,Silence ,Doctor Thaumic ,Eerie ,Burleigh Fr Stronginthearm ,Travel ,Barges ,Smarl ,Disciples ,Blind Io ,Stephen Briggs ,Paul Kidby ,Neil Gaiman ,Douglas ,Rhysson ,Twurp ,Gothick ,Vill ,Willikins ,Werewolf ,Dwarf Bread Museum ,Boltcutter ,Harry ,Ramkin ,Cheery Littlebottom ,Ping ,Bugger ,Cat ,Treacle Mine ,Whalebone Lane ,Corporal Littlebottom ,Wet Towel Tag ,Ahmed ,Sit ,Dad ,Tact ,Send Angua ,Igors ,Vampires ,Vimeth ,Poor ,Thir Thamuel Vimeth ,Hith Grathe ,Smith ,Ancient Klatchian ,Mildly Yellow ,Mhmmhm ,Sergeant Stronginthearm ,Stronginthearm ,Wallace Sonky ,Sonkies ,Views ,Halt ,Lower Broadway ,Leonard ,Quirm ,Patrician ,Blup ,Life ,Possibly ,Silver ,Fifth Elephant ,Constable Shoe ,Mister Sonky ,Swires ,Ribbed Magical Delights ,Shoe ,Buggy Swires ,Buggy ,Dat ,Downspout ,Bishop Horn ,Sons ,Zebedinah ,Josiah Frument ,Seed Merchants ,Visit ,Mister Ironfoundersson ,Miles ,Silly ,Nervous Nigel ,Easy ,Hubwards ,Barge ,Dry ,Headin ,Pseudopolis Yard ,Constable Visit ,Who ,Constable Ping ,Ossory ,Semaphore ,Cape Terror ,True ,Jack ,Know Jack ,Assault ,Gilbert Gilbert ,Truth ,Sto Lat ,Vimesy ,Bloke ,Constable Hacknee ,Hacknee ,Posh Wally ,Wussie Staid ,Breaks ,Climb ,Bark ,Whys ,Bottom ,Nose ,Faithful Companion Keeping Watch ,Scant Cullot ,Mister Farmer ,Sweat ,Frederick Colon ,Ole ,Planet Colon ,Amazin ,Hurdles ,Laughter ,Mhm ,Mmhm ,Foul Ole Ron ,Bum ,Hey ,Famous ,Plucky Dog ,Firelight ,Inigo Skimmer ,Beer ,Mud ,Nature ,Mmph ,Sick Dragons ,Sir Richard Liddleley ,Sir ,Grub ,Lancre ,Overseer Vimes ,Street ,Awkward ,Toughness ,Must ,Mister Nobbs ,Vodorny Square ,Aha ,Roofs ,Nobbski ,Trade ,Dogs ,Andrei ,Elsa ,Wando Sleeps ,Been ,Alwayth ,Mister Sleeps ,Marthter Thleepth ,Damn ,Dey ,Ask Detritus ,Bpread ,Ginger ,Mmm ,Diet ,Bugs ,Inside ,Grace ,Llamedos ,Whole Food Delicatessen ,Stoneface Vimes ,Miss Littlebottom ,Glodson ,Snorey ,Funny ,Fidget ,Low Kings ,Crowns ,Garlic ,Money ,Havelock Vetinari ,Marriages ,Hello ,Lord V ,Homini Lupus ,Igorettes ,Igorinas ,Muntab ,Thleep ,Laths ,Light Fuse ,Dead Rights ,Military Attache ,Shaft ,Huh ,Havelock ,Sketches ,Steps ,Hard Knocks ,Downtown Bonk ,Ideas Taster ,Water ,Longfinger 
Chapter 0,1.0,1.0,10.0,7.0,2.0,6.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,34.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,10.0,17.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
