,Terry Pratchett ,Things ,Colon ,Mister Jolson ,All ,Jolson ,Fred ,Sergeant Colon ,Broad Way ,Fred Colon ,Chert ,Snow ,Guild ,Watch ,Sam ,Captain Carrot Ironfoundersson ,Carrot ,Bucket ,Captain Carrot ,Vimes ,Someone ,Bluejohn ,Agi ,Agi Hammerthief ,Sweet Fanny Adams ,Lord Vetinari ,Vetinari ,Bonk ,Beyonk ,Genua ,Borogravia ,Uberwald ,Lady Sybil ,Sybil ,Nobby ,Detritus ,Angua ,Incidentally ,Duncan ,Coalface ,Crunchie Ron ,Corporal Nobbs ,Mister Vimes ,Good ,Nobbs ,Eau ,Equal Heights ,Dwarfs ,Dwarf ,Otherwise ,Dee ,Cheery ,Rhys ,Low King ,Albrechtson ,Dwarfdom ,Guards ,Smart ,Dozy ,Anyway ,Bloodaxe ,Jelly ,Sam Vimes ,Wolf ,Okay ,Wolfgang ,Nobby Nobbs ,Inigo ,Hang ,Littlebottom ,Skimmer ,Look ,Food ,Stand ,Mister Skimmer ,Marquis ,Fantailler ,Sir Samuel ,Margolotta ,Lady ,Scone ,Animal ,Goodbye ,Branches ,Anyone ,Muscles ,Igor ,Albrecht ,Mister ,Reg Shoe ,Reg ,Dorfl ,Lord ,Drumknott ,Drurnknott ,Father ,Get Killed ,Homo Homini Lupus ,Uncle Vanya ,Hay ,Civilized ,Peach Pie Street ,Death ,Kill ,Fog ,Clouds ,Blood ,Mister Civilized ,Spears ,Sir Samuel Vimes ,Steam ,Hands ,Gavin ,Gaspode ,Sleeps ,Fresh ,Pictures ,Boxes ,Captain Colon ,Chairs ,Colonesque ,Whoever ,Milord Vimes ,Tantony ,Baron ,Boulder ,Lintel ,Serafine ,Sybil Ramkin ,Forward ,Torches ,Vines ,Halfway ,Mister Vines ,Paws ,Uncle Ulf ,Aunt Hilda ,Mother ,Magweri ,Nancy ,Hackles ,Figures ,Torchlight ,Captain Tantony ,Beside ,Mister Reasonable ,Sergeant Angua ,Mithter Crapanthy ,Suck ,Lady Margolotta Amaya Katerina Assumpta Crassina ,Vun ,Lady Margolotta ,Stone ,Icicles ,Ransom ,Duchess ,Down ,Slogram ,Ironhammer ,Albrecht Albrechtson ,Baroness ,Iron ,Fat ,Sorry ,Softness ,How ,Breakfast ,'Gavin ,Bloody ,Further ,Sounds ,Samuel Vimes ,Mrs Content ,Piecemaker ,Left ,Old ,Fair ,Fat Pancakes ,Bad Sculpting ,Delphine ,Scopani ,Heartth ,Might ,Sonky ,Which ,Eats Wrong Meat ,Doubt ,Wolves ,Almost ,Silence ,Doctor Thaumic ,Eerie ,Burleigh Fr Stronginthearm ,Travel ,Smarl ,Barges ,Disciples ,Blind Io ,Stephen Briggs ,Paul Kidby ,Neil Gaiman ,Douglas ,Rhysson ,Twurp ,Gothick ,Vill ,Willikins ,Werewolf ,Dwarf Bread Museum ,Harry ,Boltcutter ,Ramkin ,Cheery Littlebottom ,Ping ,Bugger ,Cat ,Treacle Mine ,Whalebone Lane ,Corporal Littlebottom ,Ahmed ,Wet Towel Tag ,Sit ,Dad ,Tact ,Send Angua ,Igors ,Vampires ,Vimeth ,Poor ,Thir Thamuel Vimeth ,Hith Grathe ,Smith ,Mildly Yellow ,Ancient Klatchian ,Mhmmhm ,Sergeant Stronginthearm ,Stronginthearm ,Wallace Sonky ,Sonkies ,Views ,Lower Broadway ,Halt ,Quirm ,Leonard ,Patrician ,Blup ,Life ,Possibly ,Silver ,Fifth Elephant ,Constable Shoe ,Mister Sonky ,Swires ,Ribbed Magical Delights ,Shoe ,Buggy Swires ,Buggy ,Dat ,Downspout ,Bishop Horn ,Sons ,Seed Merchants ,Zebedinah ,Josiah Frument ,Visit ,Mister Ironfoundersson ,Miles ,Silly ,Nervous Nigel ,Easy ,Hubwards ,Barge ,Dry ,Headin ,Pseudopolis Yard ,Constable Visit ,Who ,Constable Ping ,Ossory ,Semaphore ,True ,Cape Terror ,Know Jack ,Assault ,Jack ,Gilbert Gilbert ,Truth ,Sto Lat ,Vimesy ,Bloke ,Constable Hacknee ,Hacknee ,Posh Wally ,Wussie Staid ,Breaks ,Climb ,Bark ,Whys ,Faithful Companion Keeping Watch ,Nose ,Bottom ,Scant Cullot ,Mister Farmer ,Sweat ,Frederick Colon ,Ole ,Planet Colon ,Amazin ,Hurdles ,Laughter ,Mhm ,Mmhm ,Foul Ole Ron ,Bum ,Hey ,Famous ,Plucky Dog ,Firelight ,Inigo Skimmer ,Beer ,Mud ,Nature ,Mmph ,Sick Dragons ,Sir Richard Liddleley ,Sir ,Grub ,Lancre ,Overseer Vimes ,Street ,Awkward ,Toughness ,Must ,Mister Nobbs ,Vodorny Square ,Aha ,Roofs ,Nobbski ,Trade ,Dogs ,Elsa ,Andrei ,Been ,Wando Sleeps ,Alwayth ,Mister Sleeps ,Marthter Thleepth ,Damn ,Dey ,Ask Detritus ,Bpread ,Ginger ,Diet ,Mmm ,Bugs ,Inside ,Grace ,Llamedos ,Whole Food Delicatessen ,Stoneface Vimes ,Miss Littlebottom ,Glodson ,Snorey ,Funny ,Fidget ,Low Kings ,Crowns ,Garlic ,Money ,Havelock Vetinari ,Marriages ,Hello ,Lord V ,Homini Lupus ,Igorinas ,Igorettes ,Muntab ,Thleep ,Laths ,Light Fuse ,Dead Rights ,Military Attache ,Shaft ,Huh ,Havelock ,Sketches ,Steps ,Hard Knocks ,Downtown Bonk ,Ideas Taster ,Water ,Longfinger 
Chapter 0,1.0,1.0,10.0,2.0,7.0,6.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,34.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,17.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
