,Pratchett ,Terry ,Terry Pratchett ,Neil Caiman ,Gray Jolliffe ,Paul Kidby ,Graham Higgins ,Stephen Briggs ,Tina Hannan ,Victor Gollancz ,London W5 ,Milsons Point ,Glenfield ,Jubilee Road ,Lyn Pratchett ,Copyright ,Patents Act ,Falcon Oast Graphic Art ,Clays Ltd ,Really ,Guild ,Corporal Nobbs ,Sergeant Colon ,Air ,Fire ,Water ,Nobby ,Colon ,William de Worde ,Al Khali ,Uberwald ,Quirm ,Lady Margolotta ,Worde ,Down ,William ,Dwarfs ,Dear ,Dad ,Emelia ,Trolls ,Well ,Dibbler ,Tomas Brokenbrow ,Glass ,Magic ,Earth ,Ankh ,Snowflakes ,Times ,Which ,Just ,Broad Way ,Pin ,Millennium ,Bugrit ,Doorsteps ,Teeth ,Dust ,Solicit ,Hath ,Seen ,Gleam Street ,Treacle Mine Road ,Goodmountain ,Cheese ,Vetinari ,Mustrum Ridcully ,Archchancellor ,Ridcully ,Deep ,Bone ,Wuffles ,Deep Bone ,Otto ,Everyone ,Tongues ,Sacharissa ,Hardy ,Villiam ,Away ,Vich ,Street ,Rocky ,Sister Jennifer ,Brother Upon-Which-The-Angels-Dance Pin ,Brother Pin ,Sister ,Jennifer ,Brother ,Perpetual Annoyance ,Veil ,Make ,Hes ,Death ,Hide ,Mrs Arcanum ,Time ,Furniture ,Otto Chriek ,Boddony ,Vot ,Dozy ,Lord Vetinari ,Vimes ,Dark ,Chriek ,Tuttle Scrope ,Tuskin Scrope ,Alley ,Makes ,Anyway ,Bound ,Poor ,Zey ,Sister Tulip ,Watchmen ,Chuck ,Tulip ,Water Pure ,Me Be ,Gowdie ,Annoy ,Alive ,Charlie ,Hell ,Nabbs ,Frank ,Slant ,Arnold Sideways ,Henry ,Coffin ,Curly ,Altogether Andrews ,Arnold ,Gaspode ,Inside ,Arcanum ,Someone ,Gnolls ,M ,Goodbye ,Harry King ,Mister Vimes ,Mister Paper Man ,Nobbs ,Walkin ,Nobby Nobbs ,Look ,Tonight ,Hobson ,Tom ,Throwin ,Anton ,Guthrie ,Sorry ,Dwarf ,Okay ,Light ,Foul Ole Ron ,Coffin Henry ,Lady Hermione ,Eats Cat ,Carney ,Ronnie ,Demons ,Mrs Hotbed ,Angua ,Captain Carrot ,Carrot ,Scrope ,Trixiebell ,Ready ,Ttooi ,Ron ,Man Interviews Dog ,Whereas ,Anyone ,Same ,Never ,Salvation ,Holy Works ,Right ,Tha ,Chateau Maison ,Lord de Worde ,Clouds ,Watch ,Flames ,Patches ,Plucky ,Brave ,Care ,Young Tulip ,Shut ,Us ,Shafts ,Lies ,Images ,Sleet ,Harry ,Cake ,Home Companion ,Cheer ,Smoke ,Blood ,Boris ,How ,Killer ,Memory Y ,Erase Memory Y ,Person ,Causley ,Miss Cripslock ,Damn ,Castle ,Rocks ,Gunilla ,Conspiracy ,Haircut ,Drumknott ,Rufus Drumknott ,Thugs ,Got ,Lord ,Rats ,Said Death ,Carts ,Hail ,Bloody ,Williaml ,School ,Money ,Clamper ,Jenks ,Tut ,Mister Lordship ,Rupert ,Satisfied ,Patrician ,Mrs Manger ,Miss Dixie Voom ,Mrs Palm ,Queen Molly ,Mackleduff ,Cartwright ,Ahem ,Lord Downey ,Downey ,Bendy ,Tilly ,Mrs Tilly ,Busy ,Children ,Onward ,Sto Lat ,Wintler ,Cause ,Coat ,Elm Street ,Plucky Watchman ,Human ,Dolly Sisters ,Florrie Perry ,Mrs Perry ,True ,Hugglestones ,Words ,Klatchians ,Rupert de Worde ,Le Mot Juste ,Wordes ,Caslong ,Bursar ,Prntg Engn ,Dwf ,Bucket ,Annual Dinner ,Sto Helit ,Unseen University ,Hughnon Ridcully ,Archchancellor Mustrum ,Hughnon ,Hav ,Ahah ,Tomorrow ,Gleam ,Stacks ,Brushes ,Spare ,Mister de Worde ,Hong ,Holy Wood ,Music ,Jolly Luck ,Muntab ,Rhino ,Double Honk ,Slip ,Slack ,Clang ,Triplin ,Chop ,Skunk ,Slab ,Honk ,Mightily ,Items ,Foul ,Mister Push ,Dang ,Bugrem ,Bark ,Andrews ,Little Sidney ,Jossi ,Burke ,Extra ,Baroque Style ,Ferret ,Caravati ,Scolpini ,Amateurs ,Breccia ,Gogli ,Insofar ,Sacharissa Cripslock ,Mauvaise ,Brain ,Assassins ,Men ,Clean ,Decency ,Flower Circle Annual ,Mrs H. Rivers ,Loose Stool Covers ,People ,Mister William ,So ,Art ,Crank ,Arthur ,Food ,Arthur Crank ,Sooner ,Business ,Insert Name ,Twenty ,Horsewhippings Editor ,Brezock ,Slicer Gadley ,Imagine ,Josia Winder ,Reward ,Son ,Nonsuch Street ,Longshaft ,Type ,Vintler ,Click ,Mail ,Thieves ,Zere ,Imps ,Detritus ,Dis ,Mister ,Fiddyment ,Truth ,Honesty ,Rene ,Finest Cat ,Dog Meats ,Clancy ,Again ,Filigree Street ,Barely ,Patrician Attacks Clerk ,Stables ,Knife ,Watch Baffled ,Ronald Carney ,Ronnie Carney ,Ott ,Pseudopolis Yard ,Lady Selachii ,Gargoyles ,Strange ,Sergeant Angua ,Drumknolt ,Lotto ,Bingo ,Sergeant ,Igor ,Jars ,Blue ,Bastard ,Al Fresco ,Happy Hour ,Hen Lays Egg Three Times ,Tuppence ,Paper ,Supply ,Ztronginzerarm ,Zis ,Ran ,Take ,Piss Harry ,Dog ,Effie ,Nature ,Rumour ,Bounty ,Daphne ,Golems ,Young ,Seven Yard ,Tinkle ,Stuff ,Low Grade Paper Waste ,Bob Holtely ,Grade ,Choirs ,Hermione ,Bin Six ,Shame ,Miss Sacharissa ,Pleeease ,Sweat ,Heidehollen ,Bliss ,Will ,Cherrywood ,Futtock ,Kitchen ,Heavy ,Carry ,Lancre ,Watson ,Breakfast ,Frankly ,Half ,Creek Alley ,Livery Stable ,Willie ,Healthy 
Chapter 0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,2.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,29.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,10.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,15.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
